,Image,Color,Texture,Text
165,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00049.jpg,0.20338818805122938,0.8755291457015728,0
166,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00270.jpg,0.2031790769482965,0.8727242682323981,0
167,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00034.jpg,0.20290671917431036,0.8915482598038381,0
168,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00197.jpg,0.20259755400581236,0.9459920233316299,0
169,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00199.jpg,0.20253083572941222,0.8534383446714447,0
170,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00220.jpg,0.20240626084554814,0.8776597302057885,0
171,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00162.jpg,0.20194988846362572,0.8803341576639987,0
172,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00178.jpg,0.2019414224013658,0.7864290071152968,0
173,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00139.jpg,0.2007651336063624,0.9081048816480317,0
174,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00240.jpg,0.20012537749030768,0.8625279346434112,0
175,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00208.jpg,0.1999543919608633,0.8377831362753273,0
176,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00186.jpg,0.19985053374007167,0.8851504708625026,0
177,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00189.jpg,0.1991250514060029,0.7966297483074664,0
178,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00231.jpg,0.19899245788229203,0.8310476301448694,0
179,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00008.jpg,0.19877257044382757,0.9181549149332409,0
180,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00128.jpg,0.19812260506967672,0.877685048524041,0
181,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00061.jpg,0.19622796012561894,0.9244483507992455,0
182,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00255.jpg,0.19574326686439492,0.9263102835568835,0
183,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00141.jpg,0.19544474585919402,0.8202499894379573,0
184,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00085.jpg,0.19523595366416668,0.8884444876342679,0
185,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00217.jpg,0.19456634136214856,0.9403523975846513,0
186,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00229.jpg,0.1939737970697185,0.8241417247749214,0
187,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00210.jpg,0.1932522363282584,0.8315886365741918,0
188,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00021.jpg,0.19166398126430217,0.8688888104316308,0
189,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00063.jpg,0.19122070223304866,0.9211558438901599,0
190,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00258.jpg,0.1910293514314615,0.8139729762708523,0
191,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00077.jpg,0.19073145154816407,0.8509511173670458,0
192,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00159.jpg,0.18970686237948375,0.7438600159835795,0
193,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00222.jpg,0.1894000380204145,0.8902878650514859,0
194,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00144.jpg,0.1893298762320721,0.8530625166085729,0
195,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00213.jpg,0.18888518183249048,0.9104385773728102,0
196,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00068.jpg,0.188119472793301,0.9115454539437158,0
197,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00142.jpg,0.18772564145013404,0.8989717875017942,0
198,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00018.jpg,0.18723582669045735,0.8609527542188614,0
199,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00091.jpg,0.18695529441122216,0.9106988129575307,0
200,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00000.jpg,0.18564853851571717,0.8580095775758222,0
201,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00257.jpg,0.18503022655028933,0.8534422440718098,0
202,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00003.jpg,0.18467783359104428,0.8747302303432679,0
203,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00249.jpg,0.1838834726597841,0.9116460194348124,0
204,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00209.jpg,0.1838748910850192,0.7183471467817591,0
205,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00028.jpg,0.18217184109307127,0.8827604647887981,0
206,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00279.jpg,0.1811840874063927,0.8837989623889824,0
207,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00097.jpg,0.18003613282111963,0.8946736245871201,0
208,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00075.jpg,0.17970339771556887,0.734562583555092,0
209,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00140.jpg,0.1789516157279537,0.9021115295724276,0
210,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00059.jpg,0.17884065045290254,0.9285169689450785,0
211,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00048.jpg,0.17854234981812778,0.9162190059713462,0
212,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00165.jpg,0.17815066159055215,0.889386362520638,0
213,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00073.jpg,0.17707791744621648,0.8906088020956128,0
214,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00041.jpg,0.17700857274564796,0.858497774162786,0
215,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00036.jpg,0.17684890539186926,0.7769508310709675,0
216,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00052.jpg,0.17683001965007794,0.8519733668889121,0
217,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00253.jpg,0.1764903371123938,0.9503970278982615,0
